*header,File_name,Main_Refrigerator,Secondary_Refrigerator,Stove,Dishwasher,Main_Freezer,Secondary_Freezer,Clothes_Washer,Clothes_Dryer,Microwave,Color_TV,BW_TV,Furnace_Fan,Boiler_Pump,Supplementary_Heat,VCR,CD_Player,Stereo,Computer,Electric_Blanket,Water_Bed,Humidifier,Dehumidifier,Car_Block,Car_Warmer,Water_Cooler,Fish_Tank,Bath_Exhaust_Fan,Kitchen_Exhaust_Fan,Central_Air_Filter,Central_Humidifier,Central_Dehumidifier,Central_Air_Exchanger,HRV,Central_Vacuum,Sump_Pump,Water_Softener,Jacuzzi,Sauna,Ceiling_Fan,Portable_Fan,Central_Air_Conditioner,Window_Air_Conditioner,Halogen,Fluorescent,Incandescent,HDD,CDD,Area,Income,Dwelling_Type,Ownership,Rural_Suburb_Urban,Num_of_Children,Num_of_Adults,Employment_Ratio
*data,base_Stereo_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Stereo_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Stereo_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,4,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Stereo_5,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,5,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Stereo_6,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,6,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Computer_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Computer_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Computer_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Computer_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Computer_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Electric_Blanket_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Electric_Blanket_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Electric_Blanket_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,2,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Electric_Blanket_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,3,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Electric_Blanket_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Electric_Blanket_5,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,5,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Electric_Blanket_6,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,6,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Electric_Blanket_7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,7,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Water_Bed_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Water_Bed_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Water_Bed_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Water_Bed_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,3,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Water_Bed_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,4,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Humidifier_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Humidifier_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Humidifier_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Humidifier_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,3,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Dehumidifier_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Dehumidifier_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Dehumidifier_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Block_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Block_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Block_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Block_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,3,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Block_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,4,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Block_5,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,5,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Block_6,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,6,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Block_7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,7,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Warmer_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Warmer_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Warmer_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Warmer_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Car_Warmer_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,4,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Water_Cooler_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Water_Cooler_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Fish_Tank_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Fish_Tank_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Fish_Tank_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Fish_Tank_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Fish_Tank_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,4,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Fish_Tank_5,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Fish_Tank_6,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,6,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Fish_Tank_7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,7,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Fish_Tank_8,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,8,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Bath_Exhaust_Fan_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Bath_Exhaust_Fan_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Bath_Exhaust_Fan_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Bath_Exhaust_Fan_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Bath_Exhaust_Fan_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Kitchen_Exhaust_Fan_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Kitchen_Exhaust_Fan_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Filter_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Filter_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Humidifier_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Humidifier_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Dehumidifier_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Dehumidifier_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Exchanger_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Exchanger_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_HRV_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_HRV_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Vacuum_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Vacuum_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Sump_Pump_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Sump_Pump_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Water_Softener_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Water_Softener_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Jacuzzi_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Jacuzzi_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Sauna_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Sauna_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Ceiling_Fan_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Ceiling_Fan_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Ceiling_Fan_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Ceiling_Fan_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,3,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Ceiling_Fan_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,4,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Ceiling_Fan_5,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,5,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Ceiling_Fan_6,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,6,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Ceiling_Fan_7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,7,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Portable_Fan_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Portable_Fan_1,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Portable_Fan_2,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Portable_Fan_3,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Portable_Fan_4,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Portable_Fan_5,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Portable_Fan_6,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,6,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Portable_Fan_7,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Portable_Fan_8,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,8,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Conditioner_0,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Conditioner_100,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,100,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Conditioner_200,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,200,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Conditioner_300,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,300,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Conditioner_400,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,400,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Conditioner_500,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,500,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
*data,base_Central_Air_Conditioner_600,500,0,1,4,0,0,4,4,1,2,0,1,0,0,2,2,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,600,0,3,12,12,4500,80,185,60,1,1,2,2,2,0.5
